Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72%,"3- B,S,C","grassy, rubbery",2
Chococard (Lapos),Hungary,2019,Dominican Republic,Zorzal,71%,"3- B,S,C","chunky, spicy, rubbery",2
Chocolarder,U.K.,2015,Peru,"Peru, batch C7",65%,"2- B,S","flat, metallic, floral",2
Chocolarder,U.K.,2015,Dominican Republic,"Dominican Republic, batch 5",80%,"2- B,S","spicy, earthy off notes",2
Chocolarder,U.K.,2015,Peru,"Peru + nibs, batch C6",65%,"2- B,S","flat, floral, medicinal",2
Chocolarder,U.K.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74%,"2- B,S","sugar dominates, molasses",2
Chocola'te,U.S.A.,2011,Madagascar,Madagascar,70%,"2- B,S","mild, fruity then nutty",3
Chocola'te,U.S.A.,2011,Venezuela,Venezuela,68%,"2- B,S","mild, earthy, grassy",3
Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes, ""Zarumilla""",90%,"2- B,S*","sticky, bitter, molasses, tart",2
Chocolate Alchemist-Philly,U.S.A.,2016,Blend,"Philly Blend, 5 plantations",80%,"2- B,S*","sticky, coconut, sour, bitter",2
Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70%,"2- B,S","gritty, molasses, earthy",2
Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70%,"2- B,S","roasty, cocoa, molasses",2
Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,80%,"2- B,S","nutty, roasty, bitter",2
Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,60%,"2- B,S","gritty, sweet, molasses",2
Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75%,"2- B,S","sandy, rich, roasty, earthy",2
Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,80%,"2- B,S","gritty, nutty, caramel",2
Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70%,"2- B,S","molasses, tart, floral",2
Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74%,"3- B,S*,C","unrefined, odd, vegetal",2
Chocolate Makers,Amsterdam,2015,Dominican Republic,Tres Hombres,75%,"3- B,S,C","earthy, coffee, mild, tang",2
Chocolate Makers,Amsterdam,2015,Congo,"Congo, Gorilla bar",68%,"3- B,S,C","bold, rich cocoa, coffee",3
Chocolate Makers,Amsterdam,2015,Peru,"Peru, Awagum bar",80%,"3- B,S,C","nuts, coffee, peanut butter",3
Chocolate Tree,Scotland,2012,Ecuador,Ecuador,82%,"3- B,S,C","sandy, fruity, burnt",2
Chocolate Tree,Scotland,2012,Peru,Peru,68%,"3- B,S,C","sandy, sweet, cocoa",2
Chocolate Tree,Scotland,2012,Madagascar,Madagascar,72%,"3- B,S,C","tart, bright fruit, sour coffee",2
Chocolate Tree,Scotland,2013,Peru,Peru,70%,"2- B,S","intense orange, floral notes",3
Chocolate Tree,Scotland,2015,Peru,Maranon,69%,"3- B,S,C","floral, orange, cocoa",3
Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,80%,"2- B,S","mild bitter, fruit, spice",3
Chocolate Tree,Scotland,2021,Venezuela,Chuao,70%,"3- B,S,C","nutty, mild dried fruit, sandy, off",2
Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,72%,"3- B,S,C","spicy, banana",2
Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",70%,"3- B,S,C","nutty, honey, grassy",2
Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70%,"4- B,S,C,V","fatty, vanilla, mass market",2
Chocolibrium,U.S.A.,2018,India,"Anamalai, Tamil Nadu",63%,"3- B,S,C","sandy, tart, ham, sweet",2
Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",76%,"2- B,S","high astringent, fruit, roasty",2
Chocolibrium,U.S.A.,2018,Peru,Ucayali,70%,"2- B,S","sandy, sweet",2
ChocoReko,Japan,2015,Venezuela,Patanemo,77%,,"coarse, vegetal, nibby",2
Chocosol,Canada,2011,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",65%,,"rustic,sweet, brownie, banana",2
Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75%,"3- B,S,C","grainy, sweet, whole bean",2
Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",70%,"2- B,S","melon, mild spice, cocoa",2
Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,73%,"2- B,S","hazelnut, bold, strong roast",2
Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",70%,"2- B,S",full flavor w/ dominant roast,3
Chocovic,Spain,2007,Ecuador,"Bolivar, Guaranda",71%,"4- B,S,C,L","earthy, floral, mild bitter",2
Chocovic,Spain,2007,Grenada,Guyave,71%,"4- B,S,C,L","sweet, cardboard",2
Chocovic,Spain,2007,Blend,Maragda,70%,"4- B,S,C,L","sweet, marshmallow",2
Chocovic,Spain,2008,Venezuela,Ocumare,71%,"4- B,S,C,L","long lasting, cocoa base",3
Chocovic,Spain,2009,Blend,Kendari,60%,"4- B,S,C,L","chewy, fudge-like, perfume",2
Chocovic,Spain,2009,Blend,Tarakan,75%,"4- B,S,C,L","oily, grassy, minty",2
Chocovic,Spain,2010,Mexico,Xoconusco,71%,"4- B,S,C,L","earthy, sweet",2
Chocovic,Spain,2010,Madagascar,Sambirano,71%,"4- B,S,C,L","spicey, cocoa",3
Chocovivo,U.S.A.,2015,Mexico,Tabasco,65%,"2- B,S","coarse, sweet, sour, leathery",2
Chocovivo,U.S.A.,2015,Mexico,Tabasco,75%,"2- B,S","gritty, mild bitter, off notes",2
Choklat,Canada,2009,Venezuela,Ocumare,80%,"4- B,S,C,V","dry, ashey, medicinal",2
Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",70%,"4- B,S,C,V","fatty, cigarette butt, coffee",2
Choklat,Canada,2009,Brazil,Brazilian,70%,"4- B,S,C,V","oily, muted, fruity",2
Choklat,Canada,2009,Brazil,Brazilian,80%,"4- B,S,C,V","roasty, tart, slight burnt",2
Choklat,Canada,2009,Venezuela,Ocumare,70%,"4- B,S,C,V","slow, fatty, subdued, nutty",2
Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",70%,"2- B,S","rich, raisiny, molasses",3
Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75%,"2- B,S","mild lemon, cocoa, crisp nibs",3
Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",70%,"2- B,S","fruity, honey, cocoa, roasty",3
Chokola,U.S.A.,2020,Madagascar,"Bejofo, 2019 H., Batch 20",67%,"2- B,S","cherry, perfectly balanced roast",3
Chokola,U.S.A.,2021,Tanzania,"Kokoa Kamili, harvest 2018",75%,"2- B,S","roasty, cocoa, sandy, coffee AT",3
Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75%,"2- B,S","hint of lemon, classic brownie",3
Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,42%,"4- B,S,V,L","gritty, sweet, hot cocoa",2
Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",70%,"2- B,S","sweet, sandy, spicy",2
Christopher Elbow,U.S.A.,2018,Peru,Ucayali,75%,"3- B,S,C","bold, spice, hit of anise",3
Christopher Elbow,U.S.A.,2019,Vietnam,"Vietnam, Marou 2017 harvest",72%,"3- B,S,C","roasty, hammy, nutty",2
Christopher Elbow,U.S.A.,2019,Costa Rica,"Hacienda Azul, 2017 harvest",70%,"3- B,S,C","cocoa, woody, basic",2
Christopher Elbow,U.S.A.,2019,Ecuador,"Camino Verde, 2017 harvest",73%,"3- B,S,C","rich cocoa, floral, acidic",3
Christopher Elbow,U.S.A.,2019,Tanzania,"Kokoa Kamili, 2017 harvest",72%,"3- B,S,C","basic cocoa,mild fruit, sweet",3
Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,72%,"3- B,S,C","smooth, spicy, cocoa",3
Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",70%,"3- B,S,C","creamy, dried fruit, nutty",3
Christopher Morel (Felchlin),Canada,2011,Peru,"Maranon Canyon, Fortunato No. 4",68%,,"oily, citrus, orange",3
Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,61%,"5- B,S,C,V,L","sweet, peanut butter",2
Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,77%,"3- B,S,C","red berry, bitter, roasty, sour",2
Claudio Corallo,Sao Tome,2008,Blend,"Principe, Sao Tome & Principe",100%,,"chalky, musty, very bitter",1
Claudio Corallo,Sao Tome,2008,Blend,Terreiro Velho P. w/ sugar crystals,80%,"3- B,S,C","bitter, light lime, sour",2
Claudio Corallo,Sao Tome,2008,Blend,"Terreiro Velho P., Sao Tome & Principe",75%,"3- B,S,C","dry, sandy, cocoa, coffee",3
Claudio Corallo,Sao Tome,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",73.5%,"2- B,S","short,mild cocoa, mild fruit",3
Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,70%,"3- B,S,C","spice, earthy, honey, sour",3
Cleveland Chocolate Company,U.S.A.,2021,Haiti,Pisa,79%,"3- B,S,C","blueberry, sweet edge, pure",3
Cloudforest,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73%,"2- B,S","creamy, floral, bourbon",3
Coco,Canada,2020,Peru,Ucayali,70%,"3- B,S,C","balanced, anise, creamy",3
Cocoa Carib,St. Lucia,2019,St. Lucia,St. Lucia,70%,"4- B,S,C,V","raw, dirty, metallic, dry",1
Cocoa Forge,U.S.A.,2021,Peru,"Maranon, batch 244PEmaD",68%,"3- B,S,C","molasses, dried fruit, tart, off",2
Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",77%,"2- B,S","Rich cocoa, tart, papery",2
Cocoa Forge,U.S.A.,2021,Colombia,"Tumaco, batch 227COtm",70%,"3- B,S,C","sweet, cocoa, cardboard off",2
Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Carenero Superior,80%,,"very sour, mildly bitter",2
Compania de Chocolate (Salgado),Argentina,2008,Ecuador,Esmeraldas,88%,,"slightly burnt, mildly bitter",2
Compania de Chocolate (Salgado),Argentina,2008,Bolivia,Moxos,72%,,"dry, coffee, sour",2
Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Ocumare,70%,,"minty, nutty, nutmeg",3
Compania de Chocolate (Salgado),Argentina,2010,Venezuela,Sur del Lago,70%,,cocoa then roasted nut,2
Condor,U.S.A.,2015,Ecuador,Camino Verde,76%,"2- B,S","bold, roasty, sticky, brownie",3
Confluence,U.S.A.,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78%,"2- B,S","woody, nutty, off sour note",2
Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,70%,"3- B,S,C","cocoa, grass, off notes",2
Conjure,U.S.A.,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",70%,"3- B,S,C","off, harsh, dirty, chemical",2
Conjure,U.S.A.,2021,Peru,Ucayali,68%,"3- B,S,C","spicy, vanilla, sweet, cocoa",2
Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,75%,"3- B,S,C","cocoa, mild fruit",3
Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",72%,"3- B,S,C","creamy, woodsy, cocoa",2
Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",72%,"3- B,S,C","intense, tangy, berry, sour",2
Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",72%,"3- B,S,C","lemon, sour, slight metallic",2
Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",72%,"3- B,S,C","creamy, buttery, non descript",2
Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",62%,"3- B,S,C","woodsy, nutty",2
Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70%,"3- B,S,C","slow, less intense berry, nutty",3
Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70%,"3- B,S,C","dark berry, winey",3
Coppeneur,Germany,2010,Ecuador,"Los Rios, H. Iara",72%,"3- B,S,C","harsh aroma, melon floral,off",2
Coppeneur,Germany,2010,Venezuela,Chuao,70%,"3- B,S,C","fruity, bland",2
Coppeneur,Germany,2010,Trinidad,Trinidad,72%,"3- B,S,C","dry, spicy, woody",2
Coppeneur,Germany,2010,Grenada,Grenada,72%,"3- B,S,C",coffee and cocoa,2
Coppeneur,Germany,2010,Jamaica,Jamaica,72%,"3- B,S,C","oily, fatty, rum",2
Coppeneur,Germany,2010,Venezuela,Ocumare 61,72%,"3- B,S,C","oily, coffee",2
Coppeneur,Germany,2012,Ecuador,Ecuador Puristique,100%,,high intensity bitter,1
Coppeneur,Germany,2012,Ghana,Ghana Puristique,85%,"3- B,S,C","silky, minty",3
Coppeneur,Germany,2012,Madagascar,Madagascar,70%,"3- B,S,C","sandy, sweet, tart red berry",3
Coppeneur,Germany,2012,Blend,"Uba Budo, Sao Tome & Principe",72%,"3- B,S,C","creamy, nutty, cocoa",3
Coppeneur,Germany,2013,Ecuador,"Ecuador, Puristique",65%,"4- B,S,C,L","oily, fragrant, spciy",2
Coppeneur,Germany,2017,Ghana,Ghana,75%,"3- B,S,C","oily, rich cocoa, nutty",3
Cote d' Or (Kraft),Belgium,2006,Blend,Sensations Intense,70%,,this is not chocolate,1
Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",75%,"3- B,S,C","spice, roasty, off fatty note",2
Cravve,Australia,2012,Brazil,"Bahia, batch a1213",65%,"3- B,S,C","sandy, sweet, smokey",2
Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",67%,"3- B,S,C","acidic, sweet, cucumber",2
Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",64%,"3- B,S,C","sandy, sweet, spicy, roasty",2
Cravve,Australia,2012,Papua New Guinea,"Djual Island, batch 1712",75%,"3- B,S,C","sandy, sweet, nutty",3
Cravve,Australia,2014,Papua New Guinea,"New Ireland, batch 1702",70%,"3- B,S,C","true to sugar, molasses",2
Cravve,Australia,2014,Vanuatu,"Vanuatu, batch 2410",83%,"3- B,S,C",banana nut,2
Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",85%,"3- B,S,C","oily, mild bitter, nutty, fruit",2
Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",73%,"3- B,S,C","creamy, complex, fruity",3
Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",70%,"2- B,S","deep cherry, earthy, rubbery",2
Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",70%,"2- B,S","nutty, citrus",2
Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",70%,"2- B,S","bold, black tea, floral, banana",2
Crow and Moss,U.S.A.,2020,Honduras,"Wampusirpi, batch 41",70%,"2- B,S","banana, spicy, grassy",3
Crow and Moss,U.S.A.,2021,India,"Anamalai, Pollachi City, batch 148",70%,"2- B,S","sticky, cocoa, honey",3
Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70%,"3- B,S,C","sandy, sweet, basic cocoa base",2
Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",70%,"3- B,S,C",rich malt,3
Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",75%,"3- B,S,C","raspberry, cocoa",3
Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70%,"3- B,S,C","raisins, honey, molassses",3
Cuna de Piedra,Mexico,2021,Mexico,"Comalcalco, Tabasco, b. 2370003, 2019 harvest",73%,"2- B,S","deep cocoa, fruit, melon",3
Daintree,Australia,2011,Australia,"Daintree Estates, N. Queensland",70%,"5- B,S,C,V,L","vanilla, banana, citrus",2
Daintree,Australia,2015,Australia,Goodman Estate,70%,"3- B,S,C","sandy, candy like vanilla, off",2
Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72%,"2- B,S","hammy, sour, astringent",2
Damson,U.K.,2015,Grenada,Crayfish Bay aka Non Pariel Estate,70%,"3- B,S,C","off, pungent, intense",1
Damson,U.K.,2015,Nicaragua,O'Payo,70%,"3- B,S,C","oily, grapes, pungent",2
Damson,U.K.,2015,Trinidad,Robson Estate,70%,"3- B,S,C","floral, sour, synthetic, off",2
Damson,U.K.,2015,Ecuador,Los Rios,70%,"3- B,S,C","floral, banana",3
Damson,U.K.,2018,Blend,"Angel Bar, Nicaragua, Madagascar",65%,"4- B,S,C,L","sweet, vinegar",2
Dancing Lion,U.S.A.,2021,Puerto Rico,"Puerto Rico, collab w/ USDA (Juan Echevarria)",68%,"4- B,S,C,L","harsh woody/green, cocoa base",2
Dancing Lion,U.S.A.,2021,India,Anamalai,72%,"4- B,S,C,L","fresh fruit, sour cherry, roasty",2
Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",72%,"4- B,S,C,L","raisiny, slight anise, roasty",3
Dandelion,U.S.A.,2012,Costa Rica,Upala,70%,"2- B,S","dried fruit, tannic",2
Dandelion,U.S.A.,2012,Colombia,Colombian,70%,"2- B,S","grassy, green, candy spice",2
Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",70%,"2- B,S","spicy, fudgey",3
Dandelion,U.S.A.,2013,Venezuela,"Cumboto, farmer Jose Lugo, batch 1",70%,"2- B,S","acidic, sour, cocoa",2
Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",70%,"2- B,S","licorice, sour, rich cocoa",2
Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",70%,"2- B,S","roasty, oreo shell, coffee",3
Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",70%,"2- B,S","mild smoke, raspberry,cocoa",3
Dandelion,U.S.A.,2014,Liberia,Buto,70%,"2- B,S","roasty, spicy, nutty",2
Dandelion,U.S.A.,2014,Belize,Maya Mountain,70%,"2- B,S","heavy roast, blackberry",3
Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70%,"2- B,S","gummy, nutty, bourbon",3
Dandelion,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Cibao region",70%,"2- B,S","cherry, rich choco",3
Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",70%,"2- B,S","intense, roasty, coffee, raisin",2
Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70%,"2- B,S","cherry, rich choco",3
Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70%,"2- B,S","cocoa, sour, toffee, earthy",2
Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70%,"2- B,S","vegetal, high astringency",2
Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70%,"2- B,S","nutty, moderate acidity",2
Dandelion,U.S.A.,2018,India,"Anamalai, 2017 harvest",70%,"2- B,S","ripe orange, citrus",3
Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",70%,"2- B,S","green apple, sticky",3
Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70%,"2- B,S","pungent, woody, choco pudding",2
Dandelion,U.S.A.,2021,India,"Anamalai, 2018 H., batch 1",70%,"2- B,S","pungent, sour, tart, intense",2
Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70%,"2- B,S","grape, pungent",2
Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",70%,"2- B,S","orange soda, sour",2
Dandelion,U.S.A.,2021,Tanzania,"Kokoa Kamili, 2017 h., batch 2",70%,"2- B,S","dairy, honey, cocoa",3
Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",70%,"2- B,S","faint fruit, basic fudgey",3
Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",70%,"2- B,S",distinct choco and graham,3
Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,70%,"2- B,S","grassy, fruity, brownie",2
Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,70%,"2- B,S","brownie, red berry",2
Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,70%,"2- B,S",cocoa flavor dominates,2
Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",70%,"2- B,S","light caramel, sl. dry, earthy",2
Danta,Guatemala,2009,Guatemala,Las Acacias E.,75%,"4- B,S,C,V","dark woody, plum, astringent",2
Danta,Guatemala,2009,Guatemala,Las Acacias E.,60%,"4- B,S,C,V","wood, holiday spice, soap",2
Danta,Guatemala,2011,Guatemala,Los Ujuxtes,60%,"4- B,S,C,V","oily, dried fruit, vanilla",3
Danta,Guatemala,2012,Venezuela,Chuao,75%,"4- B,S,C,V","gummy, fatty, caramel",2
Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70%,"2- B,S","nutty, ashey, spicy pepper",2
Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70%,"2- B,S",spicy,3
Danta,Guatemala,2012,Madagascar,Sambirano,70%,"2- B,S","oily, toffee, hints of fruit",3
Danta,Guatemala,2012,Guatemala,Las Acacias E.,70%,"2- B,S","sweet spice, floral",3
Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82%,"4- B,S,C,V","fatty, sunflower, peanutbutter",2
DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",72%,"2- B,S","nut, tobacco, burnt, off notes",2
DAR,U.S.A.,2016,Vietnam,Vietnam,72%,"2- B,S","raisins, astringent",2
DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70%,"2- B,S","floral, licorice, roasty",2
Darcis,Belgium,2019,Peru,Piura,72%,"4- B,S,C,L","muted, creamy, grapes, fatty",2
Darcis,Belgium,2019,Vietnam,Mekong Delta,70%,"4- B,S,C,L","muted, creamy, basic cocoa",2
Dark Forest,U.S.A.,2015,Madagascar,Madagascar,70%,"3- B,S,C","sweet, strong sour, acidic",2
Dark Forest,U.S.A.,2015,Tanzania,Tanzania,70%,"3- B,S,C","intense, sweet, brownie",2
Dark Forest,U.S.A.,2015,Venezuela,Ocumare,70%,"3- B,S,C","roasty, nutty, sweet",2
Dark Forest,U.S.A.,2015,Ecuador,Ecuador,70%,"3- B,S,C","bold, floral, rum",2
Dark Forest,U.S.A.,2016,Bolivia,Bolivia,75%,"3- B,S,C","mild cherry, fatty",2
Davis,U.S.A.,2012,Blend,West Africa,58%,"4- B,S,C,L","nice melt, odd rubber notes",2
Davis,U.S.A.,2013,Ghana,Ghana,70%,"4- B,S,C,L","vanilla, fatty, basic cocoa",2
Davis,U.S.A.,2013,Dominican Republic,Rainforest,70%,"4- B,S,C,L","chalky, vanilla, caramel",2
Davis,U.S.A.,2013,Venezuela,Venezuela,70%,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2
De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",72%,"3- B,S,C","texture issues, brownie",3
De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",65%,"3- B,S,C","one dimensional, brownie",3
De Villiers,South Africa,2016,Uganda,Bundibugyo District,70%,"3- B,S,C","high roast, intense, fatty",2
De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",70%,"3- B,S,C","high roast, fruit",2
Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Madagascar,66%,"4- B,S,C,V","sandy, cloying, rich cocoa",2
Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,Costa Rica,64%,"4- B,S,C,V","dark coffee, cocoa",2
Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,71%,"4- B,S,C,V","cinamon, nutmeg, coffee",2
Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Ghana,60%,"4- B,S,C,V","nutty, simple, sweet",2
Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Papua New Guinea,64%,"4- B,S,C,V","waxy, tobacco, smokey",2
Dean and Deluca (Belcolade),U.S.A.,2007,Peru,Peru,64%,"4- B,S,C,V","mild mint, basic cocoa",2
Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,66%,"4- B,S,C,V","fatty, rich cocoa, roasty",3
Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Papua New Guinea,64%,"4- B,S,C,V","smokey,chalky,berry,caramel",2
Definite,Dominican Republic,2018,Dominican Republic,Elvesia,70%,"2- B,S","metallic, dirt/ earthy",2
Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,70%,"2- B,S","dirty, floral, unrefined",2
Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,80%,"2- B,S","mild bitter, fatty, grassy",2
Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72%,"2- B,S","vanilla, chemical, rubber",2
Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72%,"2- B,S","smokey, roasty, acidic, rich",2
DeVries,U.S.A.,2007,Costa Rica,Costa Rica,77%,"2- B,S","red berry, lingering coffee",3
DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,77%,"2- B,S","sticky, woodsy, rum",3
DeVries,U.S.A.,2008,Bolivia,Bolivian,80%,"2- B,S","intense fruit, bitter ending",2
Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,80%,"2- B,S","sandy, flat, hint of berry",2
Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,75%,"2- B,S","sticky, very roasty, nutty",2
Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,74%,"2- B,S","earthy, tart, sour",2
Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,70%,"2- B,S","grassy, tea, late sour",2
Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,75%,"2- B,S","dry, mint, medicinal",2
Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70%,"2- B,S","oily, black pepper, roasty",2
Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,76%,"2- B,S","butter, floral, rum",3
Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,74%,"2- B,S","mild fruit and spice, roasty",3
Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70%,"2- B,S","sticky, rich, cherry",3
Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,78%,"2- B,S","tropical berry, intense",3
Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,70%,"2- B,S","blackberry, raisns",3
Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75%,"2- B,S","sticky, roasty nibs, grapes",3
Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72%,"2- B,S","well defined, creamy, cherry",3
Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",80%,"2- B,S","cocoa, tea, malt",3
Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",72%,"2- B,S","sticky, dried fruit, toast, cocoa",3
